language_code,text_reviews_count,average_rating,description,authors,publication_year,book_id,ratings_count,work_id,title,title_without_series,isbn,isbn13,image_url
eng,3,4.15,,"[{'author_id': '265403', 'role': ''}]",1968.0,8581079,8,13450245,The calico jungle,The calico jungle,008007068X,9780080070681,https://images.gr-assets.com/books/1414875857m/8581079.jpg
eng,122,3.66,"Cinnamon was a princess, a long time ago, in a small hot country, where everything was very old. Cinnamon did not talk. Mango trees, a parrot, and a beautiful room in the palace do nothing to help the teachers who try to make her to speak. Can a man-eating tiger do so, and exactly who will end up in the belly of the beast?
This audio is also part of THE NEIL GAIMAN AUDIO COLLECTION.","[{'author_id': '1221698', 'role': ''}, {'author_id': '5436690', 'role': 'Illustrator'}]",1995.0,13389825,907,18620713,Cinnamon,Cinnamon,,,https://images.gr-assets.com/books/1499999325m/13389825.jpg
eng,100,4.28,"Winner of the 2015 Kate Greenaway Medal
A New York Times Best Illustrated Book of 2014
Best Children's Book of 2014, Wall Street Journal
Best Children's Book of 2014, Brain Pickings
A 2015 USBBY Outstanding International Book
Young, up-and-coming illustrator William Grill weaves a detailed visual narrative of Shackleton's journey to Antarctica.
Grill's beautiful use of colored pencils and vibrant hues effortlessly evokes the adventure and excitement that surrounded the expedition. His impeccably researched drawings, rich with detail, fastidiously reproduce the minutiae of the expedition.
Children will love examining the diagrams of the peculiar provisions and the individual drawings of each sled dog and packhorse. This book takes the academic and historical information behind the expedition and reinterprets it for a young audience.","[{'author_id': '7015004', 'role': ''}]",2014.0,17675379,450,24679116,Shackleton's Journey,Shackleton's Journey,1909263109,9781909263109,https://images.gr-assets.com/books/1393447239m/17675379.jpg
eng,7,3.69,"James and Mandy are looking after the school hamster for the summer. When it disappears, who's to blame? The city kids from the caravan park -- or someone closer to home?","[{'author_id': '11449', 'role': ''}, {'author_id': '80569', 'role': 'Pseudonym'}, {'author_id': '87017', 'role': 'Ghostwriter'}, {'author_id': '452349', 'role': 'Illustrations'}]",2000.0,2505923,309,2513291,"Hamster in a Handbasket (Animal Ark, #13)","Hamster in a Handbasket (Animal Ark, #13)",0439097010,9780439097017,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,1,4.5,"Four funny new titles to read aloud - the perfect introduction to playscripts. Walker Story Plays are establishing a tradition of excellence with their dramatic versions of favourite stories, superbly told and perfect for reading aloud. These four new titles for younger children are exciting and boldly illustrated stories, providing a fun first introduction to reading playscripts. The plays are written for three voices, with the parts clearly denoted by different colour bands. Each part can be read by a single voice or several voices. They accommodate a range of reading abilities too, so everyone can join in!","[{'author_id': '32157', 'role': ''}]",2001.0,2676830,2,2702119,Mean Green Machine,Mean Green Machine,0744583020,9780744583021,https://images.gr-assets.com/books/1408924845m/2676830.jpg
en-US,93,4.22,,"[{'author_id': '103243', 'role': ''}, {'author_id': '52071', 'role': ''}]",,3226235,1301,3260386,Where's My Mom?,Where's My Mom?,0803732287,9780803732285,https://images.gr-assets.com/books/1311705210m/3226235.jpg
eng,6,4.06,,"[{'author_id': '537813', 'role': ''}]",,20631421,15,1073550,Chuck and Geck,Chuck and Geck,,,https://images.gr-assets.com/books/1390653474m/20631421.jpg
eng,3,3.72,"A new title in the bestselling finger puppet series! Tiny tots can enjoy swimming among the fish with Little Shark in this simple, comforting story. The book features a permanently attached plush finger puppet and peek-a-boo holes in every page, giving parents and children a fun, interactive way to play and read together.","[{'author_id': '7606789', 'role': ''}]",2013.0,19692174,29,27767105,Little Shark: Finger Puppet Book,Little Shark: Finger Puppet Book,1452112517,9781452112510,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-US,35,4.11,"Willy Wonka's famous chocolate factory is opening at last!
But only five lucky children will be allowed inside. And the winners are: Augustus Gloop, an enormously fat boy whose hobby is eating; Veruca Salt, a spoiled-rotten brat whose parents are wrapped around her little finger; Violet Beauregarde, a dim-witted gum-chewer with the fastest jaws around; Mike Teavee, a toy pistol-toting gangster-in-training who is obsessed with television; and Charlie Bucket, Our Hero, a boy who is honest and kind, brave and true, and good and ready for the wildest time of his life!","[{'author_id': '4273', 'role': ''}]",1985.0,1268107,509,2765786,Charlie And The Chocolate Factory,Charlie And The Chocolate Factory,0140318240,9780140318241,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,10,2.69,"Halloween is here and the harvest moon is high in the southwestern sky. Old Armadillo can hear the distant sound of laugher and voices as children scamper from house to house calling Happy Halloween. Shuffling down his walkway, Old Armadillo sets jack-o'-lanterns on the edges of the flagstones. He is ready for Halloween. Inside his casita, he settles down before the fire with a mug of hot cocoa and his favorite book of ghost stories, waiting for goblins, pirates, and princesses to come knocking. Old Armadillo waits and waits and wonders if he ever will be visited by trick-or-treaters. Meanwhile, outside, Roadrunner, Bear, Peccary, and other friends are planning a Halloween surprise for Old Armadillo. But when friends knock on his door, they find another surprise in store. Old Armadillo and his friends from Merry Christmas, Old Armadillo have returned for another holiday. Their visit to Old Armadillo's casita makes for a happy and memorable Halloween. Includes a glossary of Spanish words.","[{'author_id': '101390', 'role': ''}, {'author_id': '651975', 'role': 'Illustrator'}]",2010.0,8101568,26,12878995,"Trick or Treat, Old Armadillo","Trick or Treat, Old Armadillo",1590787587,9781590787588,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,3,5.0,"The terribly naughty Mister Second tries to do the impossible; stop time!
But with Old Miss Julie Clock and Grandfather Clock to prevent him, Mister Second learns that some things are just not meant to change.","[{'author_id': '2994944', 'role': ''}, {'author_id': '16463387', 'role': 'illustrator'}]",2017.0,34320837,3,55381700,Mister Second Runs Out of Time (The Time Series 3),Mister Second Runs Out of Time (The Time Series 3),,9781946522146,https://images.gr-assets.com/books/1487258426m/34320837.jpg
eng,33,4.56,"A loud, hissing sound filled the air. The unicorns looked up, their eyes filled with horror.Azaria, a unicorn colt, is intrigued when the young, clairvoyant dinosaur, Darius, foresees a terrifying change to their world. When a giant fireball smashes into the earth, the unicorns struggle to survive the hurricanes and starvation that follow. But nothing compares to the danger when the creatures-that-walk-on-two-legs settle in the valley, and their leader discovers the healing power in the unicorns' horns. Greedy and ruthless, Ishmael will stop at nothing in his pursuit of wealth - even the complete extinction of the herd. Azaria must find a way to outsmart Ishmael before it's too late.","[{'author_id': '6765086', 'role': ''}]",2012.0,16713133,54,22946488,"The Legacy (The Shadow of the Unicorn, #1)","The Legacy (The Shadow of the Unicorn, #1)",,9781771272254,https://images.gr-assets.com/books/1355862167m/16713133.jpg
eng,12,3.56,"An irresistible Halloween tale by one of Scholastic Press' most gifted storytellers.
Michael McKenzie and his sister Hazel are awakened a few nights before Halloween by growling and howling. The next morning, they find their front yard in shambles, and a small bundle cowering on their doorstep. It's a puppy! A cute, darling little mutt they decide to call Angel. They soon learn, however, that Angel is no ordinary puppy, especially when the moon is full..... Hoffman and her teenage son's delightful tale of the challenges of owning a were-puppy is charmingly illustrated by acclaimed artist Yumi Heo.","[{'author_id': '3502', 'role': ''}, {'author_id': '3973542', 'role': ''}, {'author_id': '425619', 'role': 'Illustrator'}]",2004.0,333116,95,4030720,Moondog,Moondog,0439098610,9780439098618,https://images.gr-assets.com/books/1328869016m/333116.jpg
eng,2,3.82,,"[{'author_id': '142', 'role': ''}, {'author_id': '282246', 'role': 'Illustrator'}]",,875231,9,860574,"Lears  Nonsense Drolleries: The Owl and the Pussy-Cat, the Duck and the Kangaroo","Lears  Nonsense Drolleries: The Owl and the Pussy-Cat, the Duck and the Kangaroo",160355050X,9781603550505,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-US,142,3.89,"Would you believe that Ralph the dog can talk? Yip, yip, yip--it's true! With bestselling author Lois Ehlert's simple, funny, call-and-response text and bold, playful collage illustrations, this fresh, young book is sure to get little ones laughing (and talking to their dogs!)","[{'author_id': '10950', 'role': ''}]",,10019691,1013,14915102,RRRalph,RRRalph,1442413050,9781442413054,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,1,3.79,"They're back! Rediscover the zaniest characters you've ever met in this bestselling series which has sold millions worldwide. Just in time for Fall 1997's hot new animated TV show, Mr. Men and Little Miss ""TM"" are being relaunched in the U.S. Bright and charming, with easily recognizable characters and a small take-along format, Mr. Men and Little Miss ""TM"" books are easy enough for young readers, witty enough for humor-prone adults, and highly collectible for one and all. Great crosssover potential -- again!Why ask why, Little Miss Curious?","[{'author_id': '3206', 'role': ''}]",1994.0,1345228,4,1334839,Little Miss Curious,Little Miss Curious,0749852518,9780749852511,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,2,3.58,"On Dasher! On Dancer! On Melvin and Laverne? Who will be the lucky reindeer chosen to fly Santa's sleigh? There's only one way to find out....
Let's get ready to..... reindeeeeeeeeer!","[{'author_id': '126530', 'role': ''}, {'author_id': '528333', 'role': 'Illustrator'}]",2011.0,13265408,12,18468653,Santa's Reindeer Games,Santa's Reindeer Games,0545368669,9780545368667,https://images.gr-assets.com/books/1324346288m/13265408.jpg
eng,18,3.87,"Not this, anything but this.
In the aftermath of their devastating tragedy, the Academy turns towards an unlikely ally. But Sam's trust in everyone around him continues to be tested to the limits.
Sam journeys to South America, his dream leading him to a long-lost ancient city. Hidden deep within the Amazon rainforest, he is forced to navigate deadly traps in pursuit of another Gear. Can Sam work out who the next dreamer is in time, or will his enemies succeed once more?","[{'author_id': '4395917', 'role': ''}]",2014.0,21806903,266,41073566,"Nine (The Last Thirteen, #5)","Nine (The Last Thirteen, #5)",,9781742831886,https://images.gr-assets.com/books/1396315207m/21806903.jpg
eng,26,4.27,"An all-new Geronimo Stilton series spin-off, set in outer space!
Meet Geronimo Stiltonix:
He is a spacemouse -- the Geronimo Stilton of a parallel universe! He is captain of the spaceship MouseStar 1. While flying through the cosmos he visits distant planets and meets crazy aliens. His adventures are out of this world!
ALIEN ESCAPE
Geroimo Stiltonix's spaceship is in danger of exploding! The only solution is to replace the engine's batteries by tracking down a rare element. When a group of mysterious aliens claim they can help, Geronimo is relieved. But are the aliens as friendly as they seem?","[{'author_id': '53793', 'role': ''}]",2014.0,18527476,416,26232929,Alien Escape (Geronimo Stilton Spacemice #1),Alien Escape (Geronimo Stilton Spacemice #1),0545646502,9780545646505,https://images.gr-assets.com/books/1389053670m/18527476.jpg
eng,4,4.25,Sage Cookson and her parents visit a chocolatier to film a segment for their TV show. Things go drastically wrong when the competitive spirit gets the better of the chocolatier.,"[{'author_id': '1242000', 'role': ''}]",2016.0,30982153,4,51604737,Sage Cookson's Sweet Escape (Sage Cookson #1),Sage Cookson's Sweet Escape (Sage Cookson #1),,9781925059618,https://images.gr-assets.com/books/1468153663m/30982153.jpg
eng,3,4.11,"This rich and nostalgic book of wonders is a collection of art, literature, and activities custom-made for the family bookshelf. It is broken into five sections that illuminate a child's world and interests--Magic and Make-Believe, Outdoor Exploring, Crafts and Construction, Yummy for the Tummy, and Bedtime, Bathtime, and Dreamtime. Children and parents will share together time as they read poetry selections, nursery rhymes, and more at bedtime, pull out the book on a rainy day for instantly accessible activities, or simply browse and savor the lovely art at any time. Childhood Wondersis a unique and lasting gift for kids, families, and new parents and grandparents.","[{'author_id': '1083079', 'role': ''}]",2010.0,10026144,8,14921632,"The Classic Treasury of Childhood Wonders: Favorite Adventures, Stories, Poems, and Songs for Making Lasting Memories","The Classic Treasury of Childhood Wonders: Favorite Adventures, Stories, Poems, and Songs for Making Lasting Memories",1426307268,9781426307263,https://images.gr-assets.com/books/1320506053m/10026144.jpg
eng,12,3.58,"TALK ABOUT SHOCK TREATMENT!
Erin Wright and her best friend, Marty, love horror movies Especially Shocker on Shock Streetmovies. All kinds of scary creatures live on Shock Street. The Toadinator. Ape Face. The Mad Mangler.
But when Erin and Marty visit the new Shocker Studio Theme Park, they get the scare of their lives.
First their tram gets stuck in The Cave of the Living Creeps. Then they're attacked by a group of enormous praying mantises!
Real life is a whole lot scarier than the movies. But Shock Street isn't reallyreal. Is it?","[{'author_id': '13730', 'role': ''}]",1995.0,1180070,97,120980,"A Shocker on Shock Street (Goosebumps, #35)","A Shocker on Shock Street (Goosebumps, #35)",0590483404,9780590483407,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,90,4.11,"Art Atchinson Aimesworth -- inventor, crime fighter, and allaround whiz kid-journeys north with his sister, Esther, and his pal, Spaulding, by special invitation from Santa himself. But why did Santa call? Now available in a new hardcover edition, this truly Joyce-ian crusade features villains and swashbuckling adventure, concluding with a most spectacular and touching Christmas celebration.
A holiday extravaganza like no other, by the creator of Rolie Polie Olie, Snowie Rolie, Sleepy Time Olie, Dinosaur Bob and His Adventures wirh the Family Lazardo,and George Shrinks.","[{'author_id': '137553', 'role': ''}]",1993.0,1027298,1071,2723569,Santa Calls,Santa Calls,0060211334,9780060211332,https://images.gr-assets.com/books/1355759888m/1027298.jpg
eng,38,3.93,"Jelly is as surprised as anyone when he decides that he's going to win the annual sixth grade speech contest.
Just like that, Joe Alton Miles, better known as Jelly (because his initials are J.A.M. and his best friend's are P.B.), is faced with overcoming not only his terror of being in the spotlight, but also the wrath of smart, popular Victoria, who believes that the prize (like all prizes) is rightfully hers. At first, Jelly only cares about winning the awesome prize (a new tablet), but as Victoria escalates her campaign against him, Jelly begins to realize that it's not only the prize that's at stake, but also his reputation, his self-respect and the friendship he values most. Jelly must dig deep inside himself to find out if he's strong enough to stand up to Victoria and show everyone what he's really capable of.
Hilariously funny and just as poignant, Speechless is about finding out who your friends are, giving back, standing up to bullying and finding your own unique voice","[{'author_id': '14192397', 'role': ''}]",2015.0,26011058,224,45930621,Speechless,Speechless,1443142670,9781443142670,https://images.gr-assets.com/books/1440816127m/26011058.jpg
eng,1,4.0,"77. Dawn and Whitney, Friends Forever
78. Claudia and Crazy Peaches
79. Mary Anne Breaks the Rules
80. Mallory Pike, Number One Fan","[{'author_id': '21616', 'role': ''}]",1994.0,318013,46,308803,"Baby-Sitters Club Boxed Set #20 (The Baby-Sitters Club, #77-80)","Baby-Sitters Club Boxed Set #20 (The Baby-Sitters Club, #77-80)",0590669354,9780590669351,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,4,4.38,"After Jason and Lizzy's family move hundreds of miles south from Chicago to Texas, leaving behind friends, school and the only home they've ever known, they are desperate for something familiar. Together, Jason and Lizzy make a late-night wish upon a star for snow that launches them on an incredible adventure even bigger than their recent cross-country move.
Join Jason and Lizzy as they make new friends, visit far-away lands, and learn, sometimes, home is more than where you live.","[{'author_id': '4570766', 'role': ''}, {'author_id': '6548212', 'role': 'Contributor'}]",2012.0,16066296,8,21857349,Jason Lizzy and the Snowman Village,Jason Lizzy and the Snowman Village,0985960108,9780985960100,https://images.gr-assets.com/books/1366927707m/16066296.jpg
eng,55,3.47,"Eleven-year-old Ema, the daughter of a Japanese father and a white mother, finds herself between two worlds during the summer leading up to and through 9/11 and the 60th anniversary of Pearl Harbor. Somewhere Among is scheduled for 2016.","[{'author_id': '13787514', 'role': ''}]",2016.0,25310972,252,45041613,Somewhere Among,Somewhere Among,,,https://images.gr-assets.com/books/1452366786m/25310972.jpg
eng,41,3.87,"""Star light, star bright, come to story time tonight."" You're invited to a magical pajama party with all your nursery rhyme friends! Join Little Bo-Peep, Georgie Porgie, Miss Muffet, the cow that jumped over the moon, and all their pals as they march merrily toward Mother Goose's house for a cozy slumber party full of stories. And after they are all tucked in, continue to the back of the book and find a special section with your favorite nursery rhymes.","[{'author_id': '1719048', 'role': ''}, {'author_id': '9824', 'role': 'Illustrator'}]",2015.0,24178192,116,43766452,Mother Goose's Pajama Party,Mother Goose's Pajama Party,0553497561,9780553497564,https://images.gr-assets.com/books/1423890587m/24178192.jpg
eng,14,4.37,"Cynric, King of Demelza, is haunted by his past. In an effort to escape it, he wields a powerful sword, commanding his dragon lizards and a malevolent thylacine, to wreak havoc throughout the realm. Villages are burning and innocent creatures are dying.
Erik and Emma, two young marsupials, and Devon, an orphaned red fox, are on their own personal quests; two to save a life, one to destroy another. When their paths cross, these natural enemies forge an unusual friendship. Soon they hear of the devastation caused by the evil king and they realize that their personal objectives must be put aside. Even though that decision will affect their own lives, and the lives of the ones they love, they are determined to help their fellow creatures. They put themselves at risk by joining a motley crew of animals, whose main objective is to end the reign of King Cynric.
A final battle will take place in the shadow of Fortress Demelza as the king's forces clash with this rag tag band of creatures from the countryside. The fate of Sunderland and its inhabitants is at stake.
From the Author: The Sword of Demelza is a middle grade fantasy where endangered animal heroes roam the pages, and the Australian landscape comes alive! A glossary at the end of the book provides information about the unusual flora and fauna found within the story, and only on the continent of Australia. Wonderful Illustrations throughout the book will help bring the creatures to life. A sneak peek of The Gift of Sunderland, the second book in the Australian Fantasy Adventures, is included.
Filled with profound lessons of loyalty, friendship, tolerance and dedication to a cause, J.E. Rogers delivers a fantasy filled with excitement and unforgettable characters. It is truly an exciting journey, populated by fascinating beings. A must read for every child, young and old!","[{'author_id': '7038421', 'role': ''}]",,20468112,23,24835819,The Sword of Demelza,The Sword of Demelza,,,https://images.gr-assets.com/books/1389092371m/20468112.jpg
eng,75,3.65,"The owls, hen, larks, and their nests in his beard, are among the fey fauna and peculiar persons inhabiting the uniquely inspired nonsense rhymes and drawings of Lear (20th child of a London stockbroker), whose Book of Nonsense, first published in 1846, stands alone as the ultimate and most loved expression in English of freewheeling, benign, and unconstricted merriment.","[{'author_id': '142', 'role': ''}]",1992.0,868668,878,854054,A Book of Nonsense,A Book of Nonsense,0679417982,9780679417989,https://images.gr-assets.com/books/1320477265m/868668.jpg
eng,1,4.1,"The Just So Stories for Little Childrenwere written by British author Rudyard Kipling. They are highly fantasized origin stories and are among Kipling's best known works.
The stories, first published in 1902, are pourquoi stories, fantastic accounts of how various phenomena came about. A forerunner of these stories is ""How Fear Came"" in The Second Jungle Book(1895), in which Mowgli hears the story of how the tiger got his stripes.
The original editions of Just So Storieswere illustrated with woodcuts by Kipling himself, though later editions have included illustrations by other artists.
- Excerpted from Wikipedia, the free encyclopedia.","[{'author_id': '6989', 'role': ''}]",2013.0,18628692,1,2475078,Just So Stories,Just So Stories,1405267399,9781405267397,https://images.gr-assets.com/books/1398193892m/18628692.jpg
eng,11,4.25,"The ghost of Crackbone, a villainous rogue, is haunting the halls of Castle Grotteskew. And if that weren't bad enough, Crackbone claims that Stitch Head's patchwork heart used to belong to him! Will Stitch Head give up to the ghost, or fight for his almost-life?","[{'author_id': '4953558', 'role': ''}]",2012.0,15956653,59,21708208,"The Ghost of Grotteskew (Stitch Head, #3)","The Ghost of Grotteskew (Stitch Head, #3)",184715252X,9781847152527,https://images.gr-assets.com/books/1354100385m/15956653.jpg
en-US,51,3.92,"When one pup's up, the other nine are sure to follow! Young readers will love counting along as ten pups gradually wake up to nuzzle, wiggle, dine, and play. Count back down as the puppies fall asleep again, all in a fuzzy doggy jumble. This fun and simple counting book combines Marsha Wilson Chall's energetic text with beloved illustrator Henry Cole's adorable art to make a perfect read-aloud treat.","[{'author_id': '269772', 'role': ''}, {'author_id': '31597', 'role': 'Illustrator'}]",2010.0,6985459,362,7227469,One Pup's Up,One Pup's Up,1416979603,9781416979609,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,1,3.71,,"[{'author_id': '8269146', 'role': ''}]",,23449260,6,43011925,Mr. Boggarty: The Halloween Grump: (spooky adventure for kids 9-12),Mr. Boggarty: The Halloween Grump: (spooky adventure for kids 9-12),,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,8,3.98,"Ratty, Mole, Badger, and Toad have adventures on the river, wild times in the Wild Wood, and high jinks on the open road.","[{'author_id': '3843', 'role': ''}, {'author_id': '50069', 'role': 'Illustrator'}]",2000.0,1074537,61,1061285,The Wind in The Willows,The Wind in The Willows,1840110198,9781840110197,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,2207,4.22,"The perennially popular tale of Alexander's worst day is a storybook that belongs on every child's bookshelf.
Alexander knew it was going to be a terrible day when he woke up with gum in this hair.
And it got worse...
His best friend deserted him. There was no dessert in his lunch bag. And, on top of all that, there were lima beans for dinner and kissing on TV!
This handsome new edition of Judith Viorst's classic picture book is sure to charm readers of all ages.","[{'author_id': '3080', 'role': ''}, {'author_id': '135834', 'role': 'Illustrator'}]",1987.0,46677,148206,1086647,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",0689711735,9780689711732,https://images.gr-assets.com/books/1510014978m/46677.jpg
en-US,17,3.69,"Wedding bells ring on both coasts, for Dawn's dad and for Mrs. Barrett, a client of the Babysitters Club. This super special marks Dawn's long-awaited return to the Club.","[{'author_id': '21616', 'role': ''}]",1994.0,290499,551,281840,"Here Come the Bridesmaids! (The Baby-Sitters Club Super Special, #12)","Here Come the Bridesmaids! (The Baby-Sitters Club Super Special, #12)",0590483080,9780590483087,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,10,3.56,"I, Catherine Cabot Hall, aged 13 years, 6 months, 29 days...do begin this book.
So begins the journal of a girl coming of age in nineteenth-century New Hampshire. Catherine records both the hardships of pioneer life and its many triumphs. Even as she struggles with her mother's death and father's eventual remarriage, Catherine's indomitable spirit makes this saga an oftentimes uplifting and joyous one.
Quiet yet powerful, this Newbery Medal-winning book is sure to touch all who read it.","[{'author_id': '176326', 'role': ''}]",,388263,52,377888,A Gathering Of Days,A Gathering Of Days,0439793769,9780439793766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,44,3.53,"Claudia has always been the most outrageous girl in her class...until Ashley Wyeth comes along. Ashey's really different - she dresses in hippie clothes, wears six earrings, and is the most fantastic artist Claudia has ever met.
Ashey says Claudia has artistic talent, too. She thinks Claudia should spend more time on her ""calling"" and forget about the Baby-sitter's Club: It's just a waste of time.
The Baby-sitters are sick of Ashley Wyeth, and they think Claudia's a traitor. Claudia's got to decide: either the Baby-sitter's Club or the new girl - one of them's got to know.","[{'author_id': '21616', 'role': ''}]",1996.0,233746,2298,2152021,"Claudia and the New Girl (The Baby-sitters Club, #12)","Claudia and the New Girl (The Baby-sitters Club, #12)",0590251678,9780590251679,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-US,2,4.23,"The quirky, hilarious farmyard tale that started it all from New York Timesbestselling duo of Doreen Cronin and Betsy Lewin! Now the inspiration for a new Christmas special, CLICK, CLACK, MOO: Christmas on the Farm.
The book that started it all, Click Clack Moo: Cows That Type, is now available as a board book and play set all in one! Farmer Brown's bovines are unsatisfied and decide to address their concerns by typing a series of notes to Farmer Brown...
This barn shaped board book is located on the front of the attached play set. The back of the book opens to reveal a farmyard scene and removable play pieces in the shape of Cronin and Lewin's hilarious characters.","[{'author_id': '3162', 'role': ''}, {'author_id': '72818', 'role': 'Illustrations'}]",2009.0,3954085,10,434352,"Click, Clack, Moo: Cows that Type [A Book and Play Set]","Click, Clack, Moo: Cows that Type [A Book and Play Set]",141695516X,9781416955160,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,346,4.08,A Caldecott medalist and a Newbery Honor-winning poet celebrate the beauty and value of spirals.What makes the tiny snail shell so beautiful? Why does that shape occur in nature over and over againbut also celebrate the beauty and usefulness of this fascinating shape.,"[{'author_id': '386001', 'role': ''}, {'author_id': '905024', 'role': 'Illustrator'}]",2011.0,10353508,2690,15256419,Swirl by Swirl: Spirals in Nature,Swirl by Swirl: Spirals in Nature,054731583X,9780547315836,https://images.gr-assets.com/books/1358868707m/10353508.jpg
eng,28,3.8,,"[{'author_id': '318389', 'role': ''}, {'author_id': '758', 'role': 'Illustrator'}]",2014.0,16693839,77,22913083,Fractions in Disguise: A Math Adventure,Fractions in Disguise: A Math Adventure,1570917736,9781570917738,https://images.gr-assets.com/books/1375677624m/16693839.jpg
eng,37,3.74,"Mr. Drake's second grade class has a new class pet. Fluffity appears to be a cute and docile hamster--but the kids soon discover that she is not the cuddly pet they expected. From the moment her cage door opens, Fluffity becomes FEROCIOUS--biting and chasing everyone down the hall and into the library! Will the class be able to tame this beast and bring peace back to their school? The bestselling team behind Chicken Butt!and Chicken Butt's Back!has crafted another laugh-out-loud tale that's sure to be a hit with any child who's ever wanted a pet. Erica Perl's pitch-perfect rhymes and Henry
Cole's over-the-top animal character make for the perfect classroom read-aloud.","[{'author_id': '444289', 'role': ''}, {'author_id': '31597', 'role': 'Illustrations'}]",2016.0,28818242,185,49035552,Ferocious Fluffity: A Mighty Bite-y Class Pet,Ferocious Fluffity: A Mighty Bite-y Class Pet,1419721828,9781419721823,https://images.gr-assets.com/books/1456379349m/28818242.jpg
eng,5,3.96,"The swashbuckling, computer-animated comedy--Disney Tangled--arrives in theaters Holiday 2010. This exciting chapter book retells the whole story from Rapunzel's point of view.","[{'author_id': '153967', 'role': ''}, {'author_id': '5660952', 'role': ''}]",2010.0,8588603,33,13458051,Rapunzel's Tale,Rapunzel's Tale,0736426809,9780736426800,https://images.gr-assets.com/books/1320548747m/8588603.jpg
eng,19,4.06,"As Amy becomes more committed to showjumping, she has less time to care for the horses at Heartland. Amy must deal with real issues: What will she choose as her priorities? Who does she want to be?
Amy's dreams have come true. She is still caring for damaged horses like her mom, and now she's showing in high-level jumping competitions like her dad. It's all possible because of Storm, the talented dapple gray thoroughbred that was a gift from her father. But having it all can take a lot out of you, and Amy is realizing that she can't keep up with her work at Heartland and dedicate herself to the show world. Storm needs more attention, and so do the other horses. Sooner or later, she'll have to make a choice.","[{'author_id': '175203', 'role': ''}]",2003.0,904947,1321,2481472,"Sooner or Later (Heartland, #12)","Sooner or Later (Heartland, #12)",0439339685,9780439339681,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,23,4.01,"When Little Miss Chatterboxstarts a sentence, it goes on and on and on?.
Back to the Mr. Men & Little Missmicrosite.","[{'author_id': '3206', 'role': ''}]",1999.0,138128,958,658437,Little Miss Chatterbox,Little Miss Chatterbox,084317479X,9780843174793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,5,4.12,"When orphaned Mary Lennox comes to live at her uncle's great house on the Yorkshire Moors, she finds it full of secrets. The mansion has nearly one hundred rooms, and her uncle keeps himself locked up. And at night, she hears the sound of crying down one of the long corridors.
The gardens surrounding the large property are Mary's only escape. Then, Mary discovers a secret garden, surrounded by walls and locked with a missing key. One day, with the help of two unexpected companions, she discovers a way in. Is everything in the garden dead, or can Mary bring it back to life?","[{'author_id': '2041', 'role': ''}]",,541702,54,3186437,The Secret Garden,The Secret Garden,1904351840,9781904351849,https://images.gr-assets.com/books/1484863284m/541702.jpg
